slot,timestamp,action_count,adds,removes,actions,placement_before,placement_after,demand,attachment_points,total_requests,demand_pairs,covered_pairs_after,uncovered_pairs_after,coverage_ratio_after,objective,R_nominal,B_nominal,R_wc,B_wc,Op_cost,solve_time,status
756,755,9,5,4,"ADD:2,2;ADD:4,2;ADD:5,7;ADD:6,7;ADD:7,8;REMOVE:2,8;REMOVE:5,1;REMOVE:6,2;REMOVE:7,2",0:7;1:-;2:8;3:7;4:7;5:1;6:2;7:2;8:7;9:-,0:7;1:-;2:2;3:7;4:2|7;5:7;6:7;7:8;8:7;9:-,0@0=1;0@1=1;0@2=4;0@4=1;0@6=1;0@7=1;0@9=2;2@2=1;2@4=2;2@7=3;2@9=1;2@3=1;2@5=1;3@2=2;3@6=1;3@3=1;3@8=1;4@1=2;4@2=2;4@4=1;4@7=1;4@9=1;4@5=2;5@1=1;5@2=1;5@4=1;5@7=1;5@9=1;6@0=1;6@4=1;6@8=2;7@2=1;7@4=1;7@6=1;7@5=1;8@0=1;8@2=2;8@4=1;8@6=1;8@3=1;8@8=1,"0,1,2,4,6,7,9,3,5,8",54,41,41,0,1.0,0.010078970770985074,0.5,0.01007897077098506,0.0,0.0,0.5,0.9089698791503906,Feasible|selected=greedy
757,756,10,4,6,"ADD:2,8;ADD:4,8;ADD:7,6;ADD:8,5;REMOVE:2,2;REMOVE:4,2;REMOVE:4,7;REMOVE:6,7;REMOVE:7,8;REMOVE:8,7",0:7;1:-;2:2;3:7;4:2|7;5:7;6:7;7:8;8:7;9:-,0:7;1:-;2:8;3:7;4:8;5:7;6:-;7:6;8:5;9:-,0@2=4;0@3=2;0@4=1;0@6=1;0@7=1;2@2=2;2@8=2;3@2=1;3@3=2;3@7=2;3@8=1;3@1=1;4@4=1;4@5=1;5@2=1;5@6=1;5@8=1;5@1=1;5@0=2;7@4=1;7@6=1;8@3=1;8@5=1,"2,3,4,6,7,8,1,5,0",32,23,23,0,1.0,0.28771737586361856,0.6666666666666666,0.02105070919695196,0.0,0.0,0.4,0.6226110458374023,Feasible|selected=greedy
758,757,7,3,4,"ADD:0,3;ADD:4,7;ADD:8,1;REMOVE:3,7;REMOVE:4,8;REMOVE:7,6;REMOVE:8,5",0:7;1:-;2:8;3:7;4:8;5:7;6:-;7:6;8:5;9:-,0:3|7;1:-;2:8;3:-;4:7;5:7;6:-;7:-;8:1;9:-,0@0=1;0@1=1;0@3=1;0@5=1;0@6=1;0@7=1;2@1=2;2@5=1;2@2=1;2@8=1;4@0=2;4@6=1;4@2=2;4@8=1;4@4=5;5@0=2;5@1=2;8@1=1,"0,1,3,5,6,7,2,8,4",27,18,18,0,1.0,0.28643069398949517,0.5714285714285714,0.015002122560923797,0.0,0.0,0.30000000000000004,0.5012679100036621,Feasible|selected=greedy
759,758,11,7,4,"ADD:0,8;ADD:3,7;ADD:4,8;ADD:5,2;ADD:6,7;ADD:7,7;ADD:8,7;REMOVE:0,3;REMOVE:0,7;REMOVE:5,7;REMOVE:8,1",0:3|7;1:-;2:8;3:-;4:7;5:7;6:-;7:-;8:1;9:-,0:8;1:-;2:8;3:7;4:7|8;5:2;6:7;7:7;8:7;9:-,0@8=1;2@5=1;2@6=1;2@7=1;3@3=1;3@4=2;4@8=2;4@5=2;4@3=1;4@4=1;4@0=1;4@1=2;5@2=1;6@4=2;6@9=1;7@7=1;7@4=1;7@1=1;8@7=1;8@1=1,"8,5,6,7,3,4,0,1,2,9",25,20,20,0,1.0,-0.009293033022853336,0.6666666666666666,0.024040300310480024,0.0,0.0,0.7,0.6309669017791748,Feasible|selected=greedy
760,759,10,6,4,"ADD:0,3;ADD:0,7;ADD:2,7;ADD:3,8;ADD:4,2;ADD:8,2;REMOVE:0,8;REMOVE:3,7;REMOVE:4,8;REMOVE:8,7",0:8;1:-;2:8;3:7;4:7|8;5:2;6:7;7:7;8:7;9:-,0:3|7;1:-;2:7|8;3:8;4:2|7;5:2;6:7;7:7;8:2;9:-,0@1=3;0@2=1;0@3=1;0@4=2;0@5=2;0@6=1;0@7=1;0@9=1;2@1=2;2@2=1;2@3=2;2@4=4;2@5=1;2@6=3;2@0=1;2@8=1;3@4=2;3@7=1;3@8=1;4@1=1;4@2=1;4@3=1;4@4=2;4@5=1;4@6=1;4@7=1;4@9=1;4@0=1;5@2=2;6@1=1;6@2=3;6@6=1;6@0=1;6@8=1;7@1=1;7@2=1;7@3=2;7@4=1;7@6=1;7@0=1;7@8=1;8@2=2;8@4=1;8@0=1,"1,2,3,4,5,6,7,9,0,8",62,44,44,0,1.0,-0.13882066865535775,0.4444444444444444,0.016734886900197792,0.0,0.0,0.6,0.8109040260314941,Feasible|selected=greedy
761,760,7,3,4,"ADD:0,2;ADD:3,7;ADD:8,7;REMOVE:2,7;REMOVE:3,8;REMOVE:4,2;REMOVE:8,2",0:3|7;1:-;2:7|8;3:8;4:2|7;5:2;6:7;7:7;8:2;9:-,0:2|3|7;1:-;2:8;3:7;4:7;5:2;6:7;7:7;8:7;9:-,0@0=1;0@1=1;0@2=2;0@3=3;0@5=1;0@8=1;0@9=1;2@1=1;2@5=3;2@4=1;2@6=2;3@4=1;3@7=3;4@2=2;4@3=1;4@8=1;4@4=1;4@7=1;5@0=2;5@2=1;5@9=1;6@0=1;6@1=1;6@2=2;6@9=1;6@4=3;6@7=1;7@3=2;7@4=1;7@6=2;8@1=1;8@8=1;8@9=1;8@4=1,"0,1,2,3,5,8,9,4,6,7",49,34,34,0,1.0,0.08624672903771624,0.36363636363636365,0.02261036540135262,0.0,0.0,0.30000000000000004,0.5373249053955078,Feasible|selected=greedy
762,761,16,8,8,"ADD:1,7;ADD:3,8;ADD:3,9;ADD:4,2;ADD:5,7;ADD:6,8;ADD:7,3;ADD:8,3;REMOVE:0,3;REMOVE:0,7;REMOVE:3,7;REMOVE:4,7;REMOVE:5,2;REMOVE:6,7;REMOVE:7,7;REMOVE:8,7",0:2|3|7;1:-;2:8;3:7;4:7;5:2;6:7;7:7;8:7;9:-,0:2;1:7;2:8;3:8|9;4:2;5:7;6:8;7:3;8:3;9:-,0@0=1;0@2=3;0@5=1;0@7=2;0@9=1;1@7=1;2@2=4;2@1=1;2@4=3;2@6=1;2@8=1;3@2=2;3@9=2;3@1=2;3@8=2;4@0=1;4@2=1;4@4=1;4@8=2;4@3=1;5@0=1;5@1=1;6@2=3;6@7=1;6@6=1;6@8=1;7@2=1;7@1=1;7@3=1;8@2=2;8@3=1,"0,2,5,7,9,1,4,6,8,3",47,31,31,0,1.0,0.025901689106620385,0.8,0.02590168910662022,0.0,0.0,0.7999999999999999,0.5641372203826904,Feasible|selected=greedy
763,762,17,8,9,"ADD:0,7;ADD:2,2;ADD:2,7;ADD:4,7;ADD:4,8;ADD:5,4;ADD:7,7;ADD:8,8;REMOVE:0,2;REMOVE:1,7;REMOVE:2,8;REMOVE:3,8;REMOVE:4,2;REMOVE:5,7;REMOVE:6,8;REMOVE:7,3;REMOVE:8,3",0:2;1:7;2:8;3:8|9;4:2;5:7;6:8;7:3;8:3;9:-,0:7;1:-;2:2|7;3:9;4:7|8;5:4;6:-;7:7;8:8;9:-,0@0=1;0@1=2;0@2=2;0@4=1;0@6=1;0@7=2;0@8=1;2@0=1;2@1=2;2@2=2;2@4=2;2@6=1;2@8=1;2@3=1;2@5=1;2@9=2;3@1=1;3@2=1;4@1=2;4@2=2;4@4=2;4@6=1;4@7=1;4@5=2;4@9=1;5@2=1;5@4=1;7@2=1;7@4=1;7@6=1;7@9=1;8@1=1;8@2=1;8@4=1,"0,1,2,4,6,7,8,3,5,9",45,34,34,0,1.0,0.11392086058535511,0.9,0.013920860585355053,0.0,0.0,0.7999999999999999,0.542229175567627,Feasible|selected=greedy
764,763,17,8,9,"ADD:0,8;ADD:2,4;ADD:3,2;ADD:4,5;ADD:5,7;ADD:6,2;ADD:7,2;ADD:8,7;REMOVE:0,7;REMOVE:2,2;REMOVE:2,7;REMOVE:3,9;REMOVE:4,7;REMOVE:4,8;REMOVE:5,4;REMOVE:7,7;REMOVE:8,8",0:7;1:-;2:2|7;3:9;4:7|8;5:4;6:-;7:7;8:8;9:-,0:8;1:-;2:4;3:2;4:5;5:7;6:2;7:2;8:7;9:-,0@5=1;0@6=1;2@4=3;2@7=2;3@0=1;3@2=1;4@5=1;4@0=1;4@2=1;4@8=1;5@4=2;5@7=1;6@2=1;7@2=1;8@7=1;8@2=1,"5,6,4,7,0,2,8",20,16,16,0,1.0,0.24455596754291042,1.0,0.04455596754291033,0.0,0.0,0.7999999999999999,0.4296550750732422,Feasible|selected=greedy
765,764,15,7,8,"ADD:2,3;ADD:3,1;ADD:4,7;ADD:5,9;ADD:6,8;ADD:7,8;ADD:8,2;REMOVE:0,8;REMOVE:2,4;REMOVE:3,2;REMOVE:4,5;REMOVE:5,7;REMOVE:6,2;REMOVE:7,2;REMOVE:8,7",0:8;1:-;2:4;3:2;4:5;5:7;6:2;7:2;8:7;9:-,0:-;1:-;2:3;3:1;4:7;5:9;6:8;7:8;8:2;9:-,2@3=1;3@1=1;4@3=1;4@0=1;4@2=2;4@7=1;4@8=1;4@9=1;5@3=1;5@1=1;5@9=1;5@6=1;6@1=1;6@4=1;7@1=1;7@4=1;7@5=1;8@0=2;8@2=1,"3,1,0,2,7,8,9,6,4,5",21,19,19,0,1.0,0.32291887979630873,1.0,0.022918879796308654,0.0,0.0,0.7,0.5551102161407471,Feasible|selected=greedy
766,765,14,8,6,"ADD:0,7;ADD:2,6;ADD:3,2;ADD:4,2;ADD:5,6;ADD:6,7;ADD:7,2;ADD:8,7;REMOVE:2,3;REMOVE:3,1;REMOVE:5,9;REMOVE:6,8;REMOVE:7,8;REMOVE:8,2",0:-;1:-;2:3;3:1;4:7;5:9;6:8;7:8;8:2;9:-,0:7;1:-;2:6;3:2;4:2|7;5:6;6:7;7:2;8:7;9:-,0@0=2;0@2=1;0@6=1;0@7=1;0@8=1;2@6=1;2@4=2;2@9=1;3@2=1;4@0=1;4@2=1;4@7=1;4@8=1;4@4=2;4@9=1;4@1=1;4@5=1;5@6=1;5@8=1;5@9=1;6@0=1;6@6=3;6@1=1;7@2=2;7@8=1;7@4=1;7@9=1;8@2=2;8@6=1;8@4=1;8@1=1;8@3=1,"0,2,6,7,8,4,9,1,5,3",39,32,32,0,1.0,0.0764868639016133,0.8571428571428571,0.019344006758756135,0.0,0.0,0.7999999999999999,0.6192271709442139,Feasible|selected=greedy
767,766,15,8,7,"ADD:0,2;ADD:1,7;ADD:2,8;ADD:4,8;ADD:5,4;ADD:6,8;ADD:7,5;ADD:8,8;REMOVE:3,2;REMOVE:4,2;REMOVE:4,7;REMOVE:5,6;REMOVE:6,7;REMOVE:7,2;REMOVE:8,7",0:7;1:-;2:6;3:2;4:2|7;5:6;6:7;7:2;8:7;9:-,0:2|7;1:7;2:6|8;3:-;4:8;5:4;6:8;7:5;8:8;9:-,0@0=1;0@2=3;0@4=3;0@5=1;0@6=1;0@9=1;1@4=1;1@9=1;2@5=1;2@6=1;2@9=2;2@1=1;2@8=1;4@2=1;4@4=1;4@5=1;4@6=1;4@1=1;4@8=1;4@7=2;5@4=1;6@6=1;6@8=1;7@2=1;7@5=1;7@3=1;8@2=2;8@4=3;8@5=2;8@6=1;8@1=1,"0,2,4,5,6,9,1,8,7,3",41,31,31,0,1.0,-0.0005566705381880865,0.7777777777777778,0.021665551684034008,0.0,0.0,0.7999999999999999,0.47071290016174316,Feasible|selected=greedy
768,767,13,4,9,"ADD:0,3;ADD:4,7;ADD:6,2;ADD:7,7;REMOVE:0,2;REMOVE:0,7;REMOVE:1,7;REMOVE:2,6;REMOVE:2,8;REMOVE:4,8;REMOVE:5,4;REMOVE:6,8;REMOVE:7,5",0:2|7;1:7;2:6|8;3:-;4:8;5:4;6:8;7:5;8:8;9:-,0:3;1:-;2:-;3:-;4:7;5:-;6:2;7:7;8:8;9:-,0@2=1;0@3=1;4@0=1;4@4=1;4@6=2;4@7=3;6@2=1;6@7=1;6@5=1;7@2=1;7@0=1;7@4=2;7@1=3;7@8=1;8@4=1;8@5=1,"2,3,0,4,6,7,5,1,8",22,16,16,0,1.0,0.5211522635934815,0.9,0.021152263593481567,0.0,0.0,0.4,0.372866153717041,Feasible|selected=greedy
769,768,9,5,4,"ADD:0,7;ADD:4,8;ADD:5,3;ADD:7,8;ADD:8,1;REMOVE:0,3;REMOVE:4,7;REMOVE:6,2;REMOVE:8,8",0:3;1:-;2:-;3:-;4:7;5:-;6:2;7:7;8:8;9:-,0:7;1:-;2:-;3:-;4:8;5:3;6:-;7:7|8;8:1;9:-,0@4=1;0@7=1;0@9=1;4@4=1;4@1=1;4@2=1;4@5=1;5@3=1;7@4=4;7@7=1;7@1=1;7@2=2;7@5=2;7@3=1;7@0=1;7@6=1;7@8=3;8@1=1,"4,7,9,1,2,5,3,0,6,8",25,18,18,0,1.0,0.3286833844457314,0.8,0.028683384445731364,0.0,0.0,0.5,0.48726987838745117,Feasible|selected=greedy
770,769,10,5,5,"ADD:3,4;ADD:4,7;ADD:5,7;ADD:7,2;ADD:8,7;REMOVE:4,8;REMOVE:5,3;REMOVE:7,7;REMOVE:7,8;REMOVE:8,1",0:7;1:-;2:-;3:-;4:8;5:3;6:-;7:7|8;8:1;9:-,0:7;1:-;2:-;3:4;4:7;5:7;6:-;7:2;8:7;9:-,0@0=1;0@1=1;0@7=1;0@8=1;3@4=1;4@0=1;4@1=1;4@8=1;4@4=1;4@2=1;4@9=1;5@0=1;5@8=1;7@0=2;7@8=2;7@4=2;7@2=1;7@3=1;7@5=1;8@0=1;8@7=1;8@8=2;8@2=2;8@3=1,"0,1,7,8,4,2,9,3,5",29,24,24,0,1.0,0.3465414046783414,0.8333333333333334,0.013208071345008,0.0,0.0,0.5,0.5889809131622314,Feasible|selected=greedy
771,770,11,5,6,"ADD:0,2;ADD:4,6;ADD:5,2;ADD:7,4;ADD:8,6;REMOVE:0,7;REMOVE:3,4;REMOVE:4,7;REMOVE:5,7;REMOVE:7,2;REMOVE:8,7",0:7;1:-;2:-;3:4;4:7;5:7;6:-;7:2;8:7;9:-,0:2;1:-;2:-;3:-;4:6;5:2;6:-;7:4;8:6;9:-,0@2=2;4@1=2;4@4=1;4@6=1;5@2=1;7@4=1;8@6=1,"2,1,4,6",9,7,7,0,1.0,0.5635021628537316,1.0,0.0635021628537316,0.0,0.0,0.5,0.2446730136871338,Feasible|selected=greedy
772,771,10,5,5,"ADD:4,7;ADD:5,7;ADD:7,2;ADD:7,7;ADD:8,8;REMOVE:0,2;REMOVE:4,6;REMOVE:5,2;REMOVE:7,4;REMOVE:8,6",0:2;1:-;2:-;3:-;4:6;5:2;6:-;7:4;8:6;9:-,0:-;1:-;2:-;3:-;4:7;5:7;6:-;7:2|7;8:8;9:-,4@0=1;4@1=1;4@4=1;4@8=1;5@0=1;5@1=1;5@7=1;7@0=1;7@1=4;7@4=6;7@2=1;7@3=1;7@5=1;8@8=1;8@2=1,"0,1,4,8,7,2,3,5",23,15,15,0,1.0,0.5119482870923984,1.0,0.011948287092398263,0.0,0.0,0.5,0.4109959602355957,Feasible|selected=greedy
773,772,4,3,1,"ADD:2,6;ADD:3,1;ADD:8,0;REMOVE:8,8",0:-;1:-;2:-;3:-;4:7;5:7;6:-;7:2|7;8:8;9:-,0:-;1:-;2:6;3:1;4:7;5:7;6:-;7:2|7;8:0;9:-,2@6=1;3@1=1;4@1=1;4@0=1;4@3=1;4@4=1;5@2=1;5@7=2;7@1=2;7@0=2;7@3=1;7@4=2;7@5=2;7@8=1;7@9=2;8@0=1,"6,1,0,3,4,2,7,5,8,9",22,16,16,0,1.0,-0.07701952384933267,0.2,0.02298047615066737,0.0,0.0,0.30000000000000004,0.38710594177246094,Feasible|selected=greedy
774,773,9,5,4,"ADD:1,1;ADD:2,7;ADD:4,2;ADD:4,9;ADD:8,2;REMOVE:2,6;REMOVE:3,1;REMOVE:4,7;REMOVE:8,0",0:-;1:-;2:6;3:1;4:7;5:7;6:-;7:2|7;8:0;9:-,0:-;1:1;2:7;3:-;4:2|9;5:7;6:-;7:2|7;8:2;9:-,1@1=1;2@1=1;2@7=1;4@2=1;4@3=1;4@4=1;4@5=1;4@6=2;4@9=1;5@7=2;5@9=1;5@8=1;7@1=1;7@2=1;7@4=1;7@5=3;7@6=1;7@9=1;7@0=1;8@2=1;8@4=2;8@9=1;8@0=1,"1,7,2,3,4,5,6,9,8,0",28,23,23,0,1.0,0.10070065619489244,0.5714285714285714,0.029272084766321056,0.0,0.0,0.5,0.5240559577941895,Feasible|selected=greedy
775,774,16,8,8,"ADD:2,4;ADD:3,4;ADD:4,3;ADD:4,7;ADD:5,2;ADD:6,2;ADD:7,8;ADD:8,7;REMOVE:1,1;REMOVE:2,7;REMOVE:4,2;REMOVE:4,9;REMOVE:5,7;REMOVE:7,2;REMOVE:7,7;REMOVE:8,2",0:-;1:1;2:7;3:-;4:2|9;5:7;6:-;7:2|7;8:2;9:-,0:-;1:-;2:4;3:4;4:3|7;5:2;6:2;7:8;8:7;9:-,2@4=1;3@4=2;4@4=2;4@1=1;4@2=1;4@3=1;4@5=1;4@7=1;4@9=1;5@4=1;5@2=3;6@2=1;6@3=1;6@0=1;7@1=2;7@2=3;7@5=2;7@7=2;7@6=2;8@1=1;8@0=1;8@6=1,"4,1,2,3,5,7,9,0,6",32,22,22,0,1.0,0.22816241692649009,1.0,0.02816241692649,0.0,0.0,0.7999999999999999,0.5849819183349609,Feasible|selected=greedy
776,775,9,4,5,"ADD:0,1;ADD:2,8;ADD:7,7;ADD:8,9;REMOVE:2,4;REMOVE:3,4;REMOVE:4,3;REMOVE:7,8;REMOVE:8,7",0:-;1:-;2:4;3:4;4:3|7;5:2;6:2;7:8;8:7;9:-,0:1;1:-;2:8;3:-;4:7;5:2;6:2;7:7;8:9;9:-,0@1=1;2@8=1;4@1=1;4@0=1;4@4=2;5@4=1;5@2=2;5@9=1;6@4=1;6@2=1;6@3=1;6@5=1;7@8=1;7@4=2;7@2=1;7@3=3;7@7=2;8@1=1;8@9=1;8@7=1;8@6=1,"1,8,0,4,2,9,3,5,7,6",27,21,21,0,1.0,0.25326908638489787,0.625,0.028269086384897887,0.0,0.0,0.4,0.5583570003509521,Feasible|selected=greedy
777,776,14,7,7,"ADD:1,2;ADD:2,7;ADD:3,7;ADD:4,9;ADD:6,7;ADD:7,8;ADD:8,6;REMOVE:0,1;REMOVE:2,8;REMOVE:4,7;REMOVE:5,2;REMOVE:6,2;REMOVE:7,7;REMOVE:8,9",0:1;1:-;2:8;3:-;4:7;5:2;6:2;7:7;8:9;9:-,0:-;1:2;2:7;3:7;4:9;5:-;6:7;7:8;8:6;9:-,1@2=1;2@0=1;2@4=1;2@9=1;3@0=1;3@9=1;4@2=1;4@9=1;6@2=1;6@0=1;6@1=1;6@3=1;6@7=1;7@2=2;7@4=2;7@7=1;7@5=1;7@6=1;8@4=1;8@6=1,"2,0,4,9,1,3,7,5,6",22,20,20,0,1.0,0.32033012018120166,1.0,0.020330120181201627,0.0,0.0,0.7,0.45036816596984863,Feasible|selected=greedy
778,777,10,5,5,"ADD:3,2;ADD:4,6;ADD:5,8;ADD:6,2;ADD:8,7;REMOVE:1,2;REMOVE:3,7;REMOVE:4,9;REMOVE:6,7;REMOVE:8,6",0:-;1:2;2:7;3:7;4:9;5:-;6:7;7:8;8:6;9:-,0:-;1:-;2:7;3:2;4:6;5:8;6:2;7:8;8:7;9:-,2@4=1;2@7=1;3@2=1;4@4=1;4@6=1;5@4=1;5@1=1;6@4=1;6@7=1;6@0=1;6@5=1;7@6=1;7@1=1;7@8=1;8@7=1;8@6=1;8@3=1,"4,7,2,6,1,0,5,8,3",17,17,17,0,1.0,0.24571806284731879,0.7142857142857143,0.03143234856160452,0.0,0.0,0.5,0.5105338096618652,Feasible|selected=greedy
779,778,11,6,5,"ADD:3,8;ADD:4,3;ADD:4,7;ADD:5,7;ADD:6,7;ADD:7,2;REMOVE:3,2;REMOVE:4,6;REMOVE:5,8;REMOVE:6,2;REMOVE:7,8",0:-;1:-;2:7;3:2;4:6;5:8;6:2;7:8;8:7;9:-,0:-;1:-;2:7;3:8;4:3|7;5:7;6:7;7:2;8:7;9:-,2@1=1;2@3=1;2@4=2;2@6=1;2@7=2;2@8=1;3@4=2;3@8=1;3@2=1;4@3=1;4@7=1;4@8=1;4@5=1;4@9=1;5@1=1;5@7=1;6@1=2;6@3=1;6@4=1;7@3=2;7@4=2;7@5=1;7@9=1;8@3=1;8@4=1;8@6=1;8@0=1,"1,3,4,6,7,8,2,5,9,0",33,27,27,0,1.0,0.1315669348522459,0.7142857142857143,0.017281220566531547,0.0,0.0,0.6,0.5958149433135986,Feasible|selected=greedy
780,779,10,5,5,"ADD:0,4;ADD:2,8;ADD:3,7;ADD:7,7;ADD:8,8;REMOVE:2,7;REMOVE:3,8;REMOVE:4,3;REMOVE:7,2;REMOVE:8,7",0:-;1:-;2:7;3:8;4:3|7;5:7;6:7;7:2;8:7;9:-,0:4;1:-;2:8;3:7;4:7;5:7;6:7;7:7;8:8;9:-,0@2=1;0@4=1;2@4=1;2@6=1;2@8=1;3@2=1;3@6=1;3@7=1;4@4=2;4@7=1;4@1=1;4@3=1;5@2=2;5@1=1;5@0=1;6@2=2;6@4=1;6@6=1;6@7=3;6@9=1;7@2=4;7@4=2;7@8=3;7@7=1;7@1=2;7@3=1;8@2=2;8@1=1;8@5=1,"2,4,6,8,7,1,3,0,9,5",42,29,29,0,1.0,0.14617497428102755,0.625,0.021174974281027558,0.0,0.0,0.5,0.5927488803863525,Feasible|selected=greedy
781,780,9,6,3,"ADD:1,9;ADD:2,3;ADD:2,5;ADD:4,8;ADD:5,5;ADD:7,2;REMOVE:0,4;REMOVE:2,8;REMOVE:5,7",0:4;1:-;2:8;3:7;4:7;5:7;6:7;7:7;8:8;9:-,0:-;1:9;2:3|5;3:7;4:7|8;5:5;6:7;7:2|7;8:8;9:-,1@9=1;2@9=2;2@3=1;2@5=1;2@8=2;3@3=1;3@1=1;3@2=2;3@4=1;3@7=1;4@5=1;4@1=1;4@4=1;4@7=1;4@0=1;5@5=1;5@2=1;6@0=1;6@6=1;7@9=2;7@3=2;7@5=1;7@1=3;7@2=3;7@4=1;7@0=1;7@6=1;8@5=1;8@1=2,"9,3,5,8,1,2,4,7,0,6",39,29,29,0,1.0,-0.2003226736417194,0.375,0.024677326358280557,0.0,0.0,0.6,0.6107757091522217,Feasible|selected=greedy
782,781,15,6,9,"ADD:1,4;ADD:2,6;ADD:4,2;ADD:5,3;ADD:6,5;ADD:8,2;REMOVE:1,9;REMOVE:2,3;REMOVE:2,5;REMOVE:4,7;REMOVE:4,8;REMOVE:5,5;REMOVE:6,7;REMOVE:7,2;REMOVE:8,8",0:-;1:9;2:3|5;3:7;4:7|8;5:5;6:7;7:2|7;8:8;9:-,0:-;1:4;2:6;3:7;4:2;5:3;6:5;7:7;8:2;9:-,1@4=1;2@4=1;2@1=1;2@6=2;3@4=1;3@1=1;3@7=2;4@4=1;4@2=1;4@3=1;4@8=1;5@3=1;6@2=1;6@3=1;6@8=2;6@5=1;7@4=1;7@1=5;7@2=1;7@0=1;7@9=2;8@4=1;8@2=2;8@3=1,"4,1,6,7,2,3,8,5,0,9",33,24,24,0,1.0,0.24913482438529877,0.8181818181818182,0.030953006203480463,0.0,0.0,0.6,0.4348258972167969,Feasible|selected=greedy
783,782,14,8,6,"ADD:0,8;ADD:2,9;ADD:4,1;ADD:4,8;ADD:5,4;ADD:6,7;ADD:7,8;ADD:8,8;REMOVE:1,4;REMOVE:2,6;REMOVE:4,2;REMOVE:5,3;REMOVE:6,5;REMOVE:8,2",0:-;1:4;2:6;3:7;4:2;5:3;6:5;7:7;8:2;9:-,0:8;1:-;2:9;3:7;4:1|8;5:4;6:7;7:7|8;8:8;9:-,0@1=1;0@2=1;0@4=2;0@8=1;2@1=1;2@9=1;3@1=1;3@2=1;3@4=1;3@9=1;4@1=1;4@8=1;4@9=1;4@5=3;5@4=1;6@6=1;6@7=1;7@1=1;7@4=3;7@5=2;7@6=1;7@0=1;8@1=2;8@4=1,"1,2,4,8,9,5,6,7,0",31,24,24,0,1.0,-0.030227180537098497,0.75,0.019772819462901402,0.0,0.0,0.7999999999999999,0.4745748043060303,Feasible|selected=greedy
784,783,16,8,8,"ADD:0,2;ADD:1,2;ADD:2,2;ADD:4,7;ADD:5,9;ADD:6,9;ADD:7,9;ADD:8,7;REMOVE:0,8;REMOVE:2,9;REMOVE:4,1;REMOVE:4,8;REMOVE:5,4;REMOVE:6,7;REMOVE:7,7;REMOVE:7,8",0:8;1:-;2:9;3:7;4:1|8;5:4;6:7;7:7|8;8:8;9:-,0:2;1:2;2:2;3:7;4:7;5:9;6:9;7:9;8:7|8;9:-,0@2=1;1@2=1;2@2=1;2@4=1;2@5=2;3@4=1;3@7=1;4@2=2;4@4=2;4@7=3;4@0=1;4@1=1;4@6=1;4@8=1;4@9=2;5@2=1;5@1=1;6@2=2;6@1=2;6@6=1;7@2=3;7@1=1;8@2=1;8@5=1;8@0=1;8@1=2;8@6=1,"2,4,5,7,0,1,6,8,9",38,27,27,0,1.0,0.017725408934913256,0.8,0.017725408934913096,0.0,0.0,0.7999999999999999,0.5247807502746582,Feasible|selected=greedy
785,784,19,10,9,"ADD:0,3;ADD:0,8;ADD:1,6;ADD:2,7;ADD:3,9;ADD:4,5;ADD:5,2;ADD:6,2;ADD:7,7;ADD:7,8;REMOVE:0,2;REMOVE:1,2;REMOVE:2,2;REMOVE:3,7;REMOVE:4,7;REMOVE:5,9;REMOVE:6,9;REMOVE:7,9;REMOVE:8,7",0:2;1:2;2:2;3:7;4:7;5:9;6:9;7:9;8:7|8;9:-,0:3|8;1:6;2:7;3:9;4:5;5:2;6:2;7:7|8;8:8;9:-,0@1=1;0@3=1;0@4=1;0@5=1;1@6=1;2@3=1;2@4=1;3@1=1;3@9=1;4@3=1;4@5=1;5@4=1;5@5=1;5@2=1;6@5=2;6@9=2;6@0=1;7@1=2;7@4=2;7@5=1;7@6=3;7@9=1;7@2=2;7@0=1;7@7=1;7@8=1;8@4=1;8@5=1,"1,3,4,5,6,9,2,0,7,8",35,28,28,0,1.0,-0.08123021797995222,0.9,0.01876978202004763,0.0,0.0,0.9999999999999999,0.5875871181488037,Feasible|selected=greedy
786,785,12,5,7,"ADD:2,8;ADD:4,7;ADD:5,7;ADD:6,8;ADD:8,6;REMOVE:0,3;REMOVE:1,6;REMOVE:2,7;REMOVE:4,5;REMOVE:6,2;REMOVE:7,8;REMOVE:8,8",0:3|8;1:6;2:7;3:9;4:5;5:2;6:2;7:7|8;8:8;9:-,0:8;1:-;2:8;3:9;4:7;5:2|7;6:8;7:7;8:6;9:-,0@1=2;0@8=2;2@8=2;3@1=1;3@2=2;3@3=1;3@9=1;4@1=1;4@2=1;4@9=1;4@4=3;5@2=2;5@9=1;5@4=1;5@0=1;5@5=1;5@6=1;5@7=1;6@5=1;6@7=1;7@8=1;7@2=5;7@3=1;7@7=2;8@1=1;8@6=1,"1,8,2,3,9,4,0,5,6,7",38,26,26,0,1.0,0.16351837467705255,0.6363636363636364,0.027154738313416193,0.0,0.0,0.5,0.4710671901702881,Feasible|selected=greedy
